36.000000	453
36.500000	60
36.800000	281
37.300000	366
37.500000	196
37.500000	482
37.800000	57
38.500000	87
39.000000	505
39.300000	25
39.300000	289
39.300000	374
39.400000	398
39.600000	22
39.600000	102
39.600000	114
39.800000	47
39.800000	75
39.800000	127
39.800000	150
39.800000	408
40.100000	126
40.100000	183
40.100000	437
40.300000	209
40.300000	267
40.300000	298
40.400000	304
40.400000	462
40.600000	73
40.600000	151
40.600000	401
40.600000	502
40.700000	71
40.700000	472
40.800000	222
40.800000	315
40.800000	488
40.900000	103
40.900000	412
41.100000	211
41.100000	336
41.100000	500
41.700000	233
41.700000	290
41.700000	460
41.800000	2
41.800000	93
41.800000	170
41.800000	452
41.800000	503
42.000000	34
42.000000	69
42.000000	318
42.000000	342
42.500000	504
42.600000	501
43.500000	505
46.500000	502
47.200000	500
49.700000	503
50.800000	504
50.900000	501
