32.000000	116
33.600000	202
33.600000	399
35.600000	203
36.100000	46
36.100000	152
36.300000	501
38.800000	280
38.800000	349
39.300000	504
40.000000	408
40.600000	502
42.600000	26
42.600000	140
42.600000	198
42.600000	395
42.600000	421
42.700000	233
42.700000	279
42.700000	317
42.700000	412
44.200000	62
44.200000	88
44.200000	218
44.200000	281
44.200000	411
44.400000	305
44.700000	501
44.700000	503
44.800000	505
44.900000	504
45.000000	390
45.300000	184
45.300000	291
45.300000	496
45.500000	61
45.600000	134
45.700000	199
46.100000	258
46.100000	369
46.700000	502
46.800000	500
48.300000	186
48.300000	371
48.300000	475
50.600000	503
50.800000	493
51.300000	6
51.300000	254
51.300000	452
51.500000	505
52.800000	504
60.900000	71
60.900000	438
