41.300000	206
42.200000	258
42.500000	453
42.600000	337
43.100000	87
43.200000	230
43.300000	491
43.900000	77
43.900000	349
43.900000	424
44.600000	47
44.600000	435
44.600000	457
44.800000	504
45.600000	234
45.600000	300
46.200000	4
46.200000	251
46.200000	500
46.300000	505
46.500000	31
46.500000	41
46.500000	261
46.500000	263
46.500000	411
46.500000	478
47.100000	502
49.100000	96
49.100000	503
49.500000	504
50.100000	107
50.100000	174
50.100000	233
50.100000	373
50.600000	341
52.400000	502
52.600000	500
52.900000	505
54.600000	503
